SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
A,WANSCP1VM,1BCWP_TEST:LOAD.OUT,1I0251:07,,DynsimPEngine,ANAOUT,,,,,UNIT LOAD,3,0,0,1320,-0.132,1320.13,,,,,,
A,WANSCP1VM,1BCWP_TEST:REC_VLV_POS.OUT,1I0264:07,,DynsimPEngine,ANAOUT,,,,,RECIRC VLV POSITION,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1BCWP_TEST:SH_FLOW.OUT,1I0251:08,,DynsimPEngine,ANAOUT,,,,,SH SPRAY FLOW,3,0,0,354,-0.0354,354.035,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BNKLVL:B1.POINT,1I0251:02,,,,1A BUNKER LEVEL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BNKLVL:B2.POINT,1I0251:03,,,,1B BUNKER LEVEL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BNKLVL:B3.POINT,1I0263:02,,,,1C BUNKER LEVEL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BNKLVL:B4.POINT,1I0263:03,,,,1D BUNKER LEVEL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BNKLVL:B5.POINT,1I0264:02,,,,1E BUNKER LEVEL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BNKLVL:B6.POINT,1I0264:03,,,,1F BUNKER LEVEL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BNKLVL:B7.POINT,1I0264:04,,,,1G BUNKER LEVEL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1CCT:B1.POINT,1I0263:04,,,,COND. COLLECTING TANK LVL,3,0,-16,16,-16.64,16.64,,,,,,
A,WANSCP1VM,1CCT:B3.OUT,1I0264:06,,DynsimPEngine,ANAOUT,,,,,COND. COLLECTING TANK VLV.,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1CCT:B6.POINT,1I0274:04,,,,COND COLL.     VLV. POS.,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1DP:B1.POINT,1I0283:03,,,,DEA PRESS         PT-073-A,3,0,0,200,-4,204,,,,,,
A,WANSCP1VM,1DP:B12.OUT,1I0285:05,,DynsimPEngine,ANAOUT,,,,,DEA PRESS TO      REC & DDS,3,0,0,200,-4,204,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1DP:B1A.POINT,1I0285:01,,,,DEA PRESS         PT-073-B,3,0,0,200,-4,204,,,,,,
A,WANSCP1VM,1DP:B5.OUT,1I0283:06,,DynsimPEngine,ANAOUT,,,,,PEGGING STEAM REG DEMAND,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1DP:B6.POINT,1I0283:02,,,,PEGGING STEAM REG POS FEEDBACK,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1DP:B8.OUT,1I0283:07,,DynsimPEngine,ANAOUT,,,,,DEA AUX STEAM     REG DEMAND,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHC:B1.POINT,1I0262:06,,,,EHC FLUID TEMP,23,0,0,200,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHC:B1.POINT_TEMP,1I0262:00,,,,EHC FLUID TEMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0262,43,0,0,100,-200,620,,,,,,
A,WANSCP1VM,1EHC:B4.OUT,1I0251:05,,DynsimPEngine,ANAOUT,,,,,EHC FLUID TEMP    I/P DEM EAST,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1EHC:B5.OUT,1I0251:06,,DynsimPEngine,ANAOUT,,,,,EHC FLUID TEMP    I/P DEM WEST,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B1.POINT,1I0284:01,,,,TURB END A EXHAUST HOOD    TEMP,23,0,0,250,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B1.POINT_TEMP,1I0284:00,,,,TURB END A EXHAUST HOOD    TEMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0284,43,0,0,100,-200,620,,,,,,
A,WANSCP1VM,1EHS:B10.OUT,1I0263:08,,DynsimPEngine,ANAOUT,,,,, B  EXH HOOD TMP  TO EHC,3,0,0,250,-5,255,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B1A.POINT,1I0262:07,,,,GEN END A EXHAUST  HOOD    TEMP,23,0,0,250,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B1A.POINT_TEMP,1I0262:00,,,,GEN END A EXHAUST  HOOD    TEMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0262,43,0,0,100,-200,620,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B2.POINT,1I0284:02,,,,GEN END B EXHAUST  HOOD    TEMP,23,0,0,250,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B2.POINT_TEMP,1I0284:00,,,,GEN END B EXHAUST  HOOD    TEMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0284,43,0,0,100,-200,620,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B2A.POINT,1I0262:08,,,,TURB END B EXHAUST HOOD    TEMP,23,0,0,250,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1EHS:B2A.POINT_TEMP,1I0262:00,,,,TURB END B EXHAUST HOOD    TEMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0262,43,0,0,100,-200,620,,,,,,
A,WANSCP1VM,1EHS:B5.OUT,1I0283:05,,DynsimPEngine,ANAOUT,,,,,EXHAUST HOOD       SPRAY DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1EHS:B9.OUT,1I0263:07,,DynsimPEngine,ANAOUT,,,,, A  EXH HOOD TMP  TO EHC,3,0,0,250,-5,255,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1H2:B1.POINT,1I0286:01,,,,H2 COOLING WTR    MAIN REG FB,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1H2:B10.OUT,1I0286:06,,DynsimPEngine,ANAOUT,,,,,H2 COOLING WTR    BYPASS I/P DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1H2:B17.OUT,1I0286:07,,DynsimPEngine,ANAOUT,,,,,H2 BACKPRESSURE   REG I/P DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1H2:B18.OUT,1I0286:08,,DynsimPEngine,ANAOUT,,,,,H2 BACKPRESSURE   TO IND & DDS,1,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1H2:B2.POINT,1I0286:02,,,,H2 COOLING WTR    BYPASS REG FB,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1H2:B3.POINT,1I0288:01,,,,NORMAL H2 TEMP,0,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1H2:B3A.POINT,1I0265:01,,,,REDUNDANT H2 TEMP,40,0,0,100,-70,150,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1H2:B4.POINT,1I0286:04,,,,H2 COOLING WTR    BACKPRESSURE,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1H2:B5.POINT,1I0286:03,,,,H2 COOLER PRESS   REG FB,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1H2:B9.OUT,1I0286:05,,DynsimPEngine,ANAOUT,,,,,H2 COOLING WTR    MAIN I/P DEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1IWB:B1.POINT,1I0275:02,,,,LH IGN WNDBOX     DIFF PRESS,3,0,0,10,-0.2,10.2,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1IWB:B10.POINT,1I0287:01,,,,RH IGN WNDBOX     DMPR POS,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1IWB:B12.POINT,1I0272:04,,,,FUEL OIL PRESS #1,3,0,0,500,-10,510,,,,,,
A,WANSCP1VM,1IWB:B18.OUT,1I0275:08,,DynsimPEngine,ANAOUT,,,,,FUEL OIL BACKPRESSREG DEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1IWB:B2.POINT,1I0287:02,,,,RH IGN WNDBOX     DIFF PRESS,3,0,0,10,-0.2,10.2,,,,,,
A,WANSCP1VM,1IWB:B7.OUT,1I0275:06,,DynsimPEngine,ANAOUT,,,,,LH IGN WNDBOX     DMPR DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1IWB:B8.OUT,1I0287:07,,DynsimPEngine,ANAOUT,,,,,RH IGN WNDBOX     DMPR DEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1IWB:B9.POINT,1I0275:01,,,,LH IGN WNDBOX     DMPR POS,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1LEADLAG:TOT_AIR_A.POINT,1I0275:04,,,,TOTAL AIR PRESS'A'PT165-1 NOR,3,0,0,150,-3,153,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1LEADLAG:TOT_AIR_B.POINT,1I0283:04,,,,TOTAL AIR PRESS'B' PT166-1 RED,3,0,0,150,-3,153,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:B1.POINT,1I0275:03,,,,1A MILL LUBE OIL  PRESSURE,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:B2.POINT,1I0287:03,,,,1B MILL LUBE OIL  PRESSURE,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:B3.POINT,1I0283:01,,,,1C MILL LUBE OIL  PRESSURE,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:B4.POINT,1I0273:04,,,,1D MILL LUBE OIL  PRESSURE,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:PT012_A.POINT,1I0275:03,,,,A MILL INPUT FOR HISTORIAN,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:PT012_B.POINT,1I0287:03,,,,B MILL INPUT FOR HISTORIAN,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:PT012_C.POINT,1I0283:01,,,,ANALOG IN FOR HISTORIAN,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MLO1:PT012_D.POINT,1I0273:04,,,,D MILL INPUT FOR HISTORIAN,3,0,0,50,-1,51,,,,,,
A,WANSCP1VM,1MT:B14.OUT,1I0272:05,,DynsimPEngine,ANAOUT,,,,,BYP OIL TEMP DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1MT:B15.OUT,1I0271:05,,DynsimPEngine,ANAOUT,,,,,MAIN OIL TEMP REG DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1MT:B16.OUT,1I0271:06,,DynsimPEngine,ANAOUT,,,,,TURB OIL COOLER   TEMP,3,0,0,200,-4,204,,,,,,
A,WANSCP1VM,1MT:B18.OUT,1I0272:06,,DynsimPEngine,ANAOUT,,,,,PRESS REG DEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MT:B2.POINT,1I0288:02,,,,TURB OIL TEMP,43,0,0,200,-328,1148,,,,,,
A,WANSCP1VM,1MT:B23.OUT,1I0272:07,,DynsimPEngine,ANAOUT,,,,,TURB SPEED TO IND,3,0,0,5000,-100,5100,,,,,,
A,WANSCP1VM,1MT:B24.OUT,1I0263:06,,DynsimPEngine,ANAOUT,,,,,TURB OIL COOLER   TEMP TO EHC,3,0,0,200,-4,204,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MT:B3.POINT,1I0271:01,,,,TURB SPEED,3,0,0,5000,-100,5100,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MT:B4.POINT,1I0262:04,,,,RED TURB OIL CLR  TEMP,23,0,0,200,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MT:B4.POINT_TEMP,1I0262:00,,,,RED TURB OIL CLR  TEMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0262,43,0,0,100,-200,620,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MT:B6.POINT,1I0271:02,,,,TURB COOLER PRESS REDUCER,3,0,0,120,-3.6,123.6,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MT:B7.POINT,1I0271:03,,,,BYPS TURB OIL TMP REG FB,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MT:B8.POINT,1I0272:01,,,,TURB OIL TMP      REG FB,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1OT:B1.POINT,1I0288:03,,,,A BFPT OIL CLR    TEMP,43,0,0,200,-328,1148,,,,,,
A,WANSCP1VM,1OT:B10.OUT,1I0274:06,,DynsimPEngine,ANAOUT,,,,,B BFPT OIL CLR    TEMP,3,0,0,200,-4,204,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1OT:B2.POINT,1I0288:04,,,,B BFPT OIL CLR    TEMP,43,0,0,200,-328,1148,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1OT:B3.POINT,1I0273:01,,,,A BFPT TEMP REG   POS FB,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1OT:B4.POINT,1I0274:01,,,,B BFPT TEMP REG   POS FB,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1OT:B6.OUT,1I0274:05,,DynsimPEngine,ANAOUT,,,,,A BFPT TEMP REG   DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1OT:B7.OUT,1I0273:06,,DynsimPEngine,ANAOUT,,,,,A BFPT OIL CLR    TEMP,3,0,0,200,-4,204,,,,,,
A,WANSCP1VM,1OT:B9.OUT,1I0273:05,,DynsimPEngine,ANAOUT,,,,,B BFPT TEMP REG   DEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1PB:B1.POINT,1I0271:04,,,,PREBOILER         BACKPRESS ,3,0,0,1000,-20,1020,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1PB:B2.POINT,1I0272:02,,,,PREBOILER PRESS   REG FB,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1PB:B3.POINT,1I0272:03,,,,#1 HTR FLOW CNTRL,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1PB:B5.OUT,1I0271:07,,DynsimPEngine,ANAOUT,,,,,PREBLR PRESS REG  DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1PB:B6.OUT,1I0272:08,,DynsimPEngine,ANAOUT,,,,,PREBLR BACKPRESSURE,3,0,0,1000,-20,1020,,,,,,
A,WANSCP1VM,1PB:B7.OUT,1I0271:08,,DynsimPEngine,ANAOUT,,,,,PREBLR #1 HTR FLOWREG,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1PORV:B1.POINT,1I0251:01,,,,SUPERHEAT PRESSUREX-MITTER  A ,3,0,0,5000,-100,5100,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1PORV:B2.POINT,1I0263:01,,,,SUPERHEAT PRESSUREX-MITTER  B ,3,0,0,5000,-100,5100,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1PORV:B3.POINT,1I0264:01,,,,SUPERHEAT PRESSUREX-MITTER  C ,3,0,0,5000,-100,5100,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1PORV:B55.POINT,1I0251:04,,,,AIR RECEIVER      TANK PRESSURE,3,0,0,120,-2.4,122.4,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SB:B1.POINT,1I0285:02,,,,SOOTBLOWER HEADER PRESSURE,3,0,0,800,-16,816,,,,,,
A,WANSCP1VM,1SB:B10.OUT,1I0285:08,,DynsimPEngine,ANAOUT,,,,,STBLWR HDR PRESS  TO SYS,3,0,0,800,-16,816,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SB:B3.POINT,1I0285:03,,,,SOOTBLOWER FBK,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1SB:B8.OUT,1I0285:07,,DynsimPEngine,ANAOUT,,,,,STBLWR HDR PRESS  TO REC,3,0,0,800,-16,816,,,,,,
A,WANSCP1VM,1SB:B9.OUT,1I0285:06,,DynsimPEngine,ANAOUT,,,,,STBLR REG DEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SS:B1.POINT,1I0274:02,,,,RED STM SEAL HDR  PRESS  ,3,0,0,10,-0.2,10.2,,,,,,
A,WANSCP1VM,1SS:B12.OUT,1I0274:07,,DynsimPEngine,ANAOUT,,,,,STM SEAL HDR PRESSTO IND,3,0,0,10,-0.2,10.2,,,,,,
A,WANSCP1VM,1SS:B14.OUT,1I0263:05,,DynsimPEngine,ANAOUT,,,,,STM SEAL HDR PRESSTO EHC,3,0,0,10,-0.2,10.2,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SS:B1A.POINT,1I0273:02,,,,NORM STM SEAL HDR PRESS,3,0,0,10,-0.2,10.2,,,,,,
A,WANSCP1VM,1SS:B5.OUT,1I0283:08,,DynsimPEngine,ANAOUT,,,,,NORM REG DEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1SS:B8.OUT,1I0273:07,,DynsimPEngine,ANAOUT,,,,,AUX STM SEAL FEED REG DEMAND,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B1.POINT,1I0278:03,,,,A BFP OUTBOARD    BEARING TMP,23,0,0,300,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B1.POINT_TEMP,1I0278:00,,,,A BFP OUTBOARD    BEARING TMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0278,43,0,0,100,-200,620,,,,,,
A,WANSCP1VM,1SW:B10.OUT,1I0275:05,,DynsimPEngine,ANAOUT,,,,,A BFP INBOARD  REGDEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1SW:B11.OUT,1I0273:08,,DynsimPEngine,ANAOUT,,,,,B BFP OUTBOARD REGDEM,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1SW:B12.OUT,1I0274:08,,DynsimPEngine,ANAOUT,,,,,B BFP INBOARD  REGDEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B2.POINT,1I0278:04,,,,A BFP INBOARD     BEARING TMP,23,0,0,300,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B2.POINT_TEMP,1I0278:00,,,,A BFP INBOARD     BEARING TMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0278,43,0,0,100,-200,620,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B3.POINT,1I0278:01,,,,B BFP OUTBOARD    BEARING TMP,23,0,0,300,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B3.POINT_TEMP,1I0278:00,,,,B BFP OUTBOARD    BEARING TMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0278,43,0,0,100,-200,620,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B4.POINT,1I0278:02,,,,B BFP INBOARD     BEARING TMP,23,0,0,300,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1SW:B4.POINT_TEMP,1I0278:00,,,,B BFP INBOARD     BEARING TMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0278,43,0,0,100,-200,620,,,,,,
A,WANSCP1VM,1SW:B9.OUT,1I0287:06,,DynsimPEngine,ANAOUT,,,,,A BFP OUTBOARD REGDEM,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,STATUS_TAP:CAB3_TEMP.POINT,1I0262:01,,,,BC CAB 3 TEMP,23,0,0,200,-346,2192,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,STATUS_TAP:CAB3_TEMP.POINT_TEMP,1I0262:00,,,,BC CAB 3 TEMP - REFERENCE TEMPERATURE POINT TO 1CP987_ECB:1I0262,43,0,0,100,-200,620,,,,,,
A,WANSCP1VM,1MRCS26:BK5300_OUT.OUT,1MRC27:05,,DynsimPEngine,ANAOUT,,,,,PAC SILO LVL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKDIT5325A.POINT,1MRC18:07,,,,INJECT PNT DENSITY XTRM A,3,0,1.009,1.02,1.00878,1.02022,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKDIT5325B.POINT,1MRC16:07,,,,INJECT PNT DENSITY XTRM B,3,0,1.009,1.02,1.00878,1.02022,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKFIT5315.POINT,1MRC08:06,,,,MRCS PAC SYS WATER SUPPLY FLOW,3,0,0,80,-1.6,81.6,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKFIT5323.POINT,1MRC18:06,,,,MRCS SLURRY PUMP  DSCH FLOW,3,0,0,150,-3,153,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKFIT5330A.POINT,1MRC16:02,,,,MRCS INJECT PNT A FLOW 5330A,3,0,0,50,-1,51,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKFIT5330B.POINT,1MRC16:04,,,,MRCS INJECT PNT B FLOW 5330B,3,0,0,50,-1,51,,,,,,
A,WANSCP1VM,1MRCS26:BKFY5330A.OUT,1MRC17:08,,DynsimPEngine,ANAOUT,,,,,MRCS INJECT PNT A FLOW CTRL,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1MRCS26:BKFY5330B.OUT,1MRC07:05,,DynsimPEngine,ANAOUT,,,,,MRCS INJECT PNT B FLOW CTRL,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKLIT5300A.POINT,1MRC07:01,,,,MRCS PAC SILO LVL  5300 A,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKLIT5300B.POINT,1MRC08:01,,,,MRCS PAC SILO LVL  5300 B,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKLIT5300C.POINT,1MRC18:01,,,,MRCS PAC SILO LVL  5300 C,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKLIT5318A.POINT,1MRC08:02,,,,SLURRY MIX TNK LVL XTRM A,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKLIT5318B.POINT,1MRC18:02,,,,SLURRY MIX TNK LVL XTRM B,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPDI5300.POINT,1MRC07:02,,,,MRCS DUST COLL    DIFF PRESSURE,3,0,0,15,-0.3,15.3,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPI5314.POINT,1MRC08:05,,,,MRCS DUST COLL AIR HDR PRESSURE,3,0,0,160,-3.2,163.2,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPIT5305.POINT,1MRC08:08,,,,MRCS PAC SILO AIR PRESS  XTRM,3,0,0,200,-4,204,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPIT5308.POINT,1MRC08:03,,,,MRCS PAC SILO AIR  SUPPLY PRESS ,3,0,0,200,-4,204,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPIT5316.POINT,1MRC08:07,,,,PAC SYS WTR SUPP   PRESS XTRM,3,0,0,200,-4,204,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPIT5320A.POINT,1MRC18:03,,,,MRCS SLURRY PMP A SUCT PRESSURE,3,0,-14.7,100,-16.994,102.294,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPIT5320B.POINT,1MRC17:02,,,,MRCS SLURRY PMP B SUCT PRESSURE,3,0,-14.7,100,-16.994,102.294,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPIT5324.POINT,1MRC18:08,,,,MRCS SLURRY PUMP  DSCH PRESS,3,0,0,200,-4,204,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKPIT5327.POINT,1MRC16:06,,,,MRCS INJECT HEADER PRESSURE,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1MRCS26:BKPY5327.OUT,1MRC17:07,,DynsimPEngine,ANAOUT,,,,,MRCS RETURN FLOW   CTRL VLV ,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKSI5302.POINT,1MRC16:08,,,,PAC SYS SCREW FDR  VFD SPD FBCK,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKSI5309.POINT,1MRC08:04,,,,EDUCT RECIRC PMP   VFD SPD FBCK,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKSI5321A.POINT,1MRC18:04,,,,MRCS SLURRY FD PMP A SPEED FBCK,3,0,0,100,-2,102,,,,,,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1MRCS26:BKSI5321B.POINT,1MRC18:05,,,,MRCS SLURRY FD PMP B SPEED FBCK,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1MRCS26:BKSIC5302.OUT,1MRC07:06,,DynsimPEngine,ANAOUT,,,,,SCREW FDR SPD CMD TO VFD,3,0,0,100,-2,102,,,,,,
A,WANSCP1VM,1MRCS26:BKSIC5309.OUT,1MRC07:08,,DynsimPEngine,ANAOUT,,,,,EDUC RCIRC PMP SPD CMD TO VDF,3,0,0,100,-2,102,,,,,,
